name,ra,dec,B,BErr,nB_tot,nB,V,VErr,nV_tot,nV,R,RErr,nR_tot,nR,I,IErr,nI_tot,nI,vary,objID
Car-S398,100.38288,-50.86893,16.683,,,6,,,,0,,,,0,14.896,,,13,-0.001,
Car-S399,100.38414,-50.78750,20.406,,,6,19.196,,,5,,,,0,17.745,,,17,0.002,
Car-S4,99.98851,-50.96871,,,,0,17.240,,,6,,,,0,16.209,,,15,0.010,
Car-S402,100.38530,-50.91228,19.098,,,6,18.507,,,6,,,,0,17.785,,,18,0.007,
Car-S405,100.38603,-50.94801,15.423,,,10,,,,0,,,,0,14.120,,,23,0.007,
Car-S406,100.38703,-50.84066,16.804,,,6,16.181,,,6,,,,0,15.453,,,18,0.019,
Car-S410,100.38752,-50.92536,17.968,,,6,17.387,,,5,,,,0,16.651,,,18,0.027,
Car-S411,100.38844,-50.78710,20.457,,,6,18.994,,,5,,,,0,16.901,,,18,0.005,
Car-S413,100.38839,-50.87923,17.656,,,6,,,,0,,,,0,15.961,,,17,0.014,
Car-S416,100.39063,-50.84306,18.366,,,6,17.864,,,5,,,,0,17.192,,,16,0.010,
Car-S417,100.39061,-50.92628,19.323,,,6,17.962,,,5,,,,0,16.242,,,17,0.029,
Car-S418,100.39084,-50.95396,17.438,,,10,,,,0,,,,0,16.199,,,23,0.013,
Car-S423,100.39434,-50.82979,19.171,,,6,18.403,,,5,,,,0,17.494,,,17,0.005,
Car-S424,100.39441,-50.95948,18.089,,,10,17.421,,,5,,,,0,16.632,,,23,0.012,
Car-S425,100.39589,-50.82205,16.998,,,6,,,,0,,,,0,15.063,,,16,0.049,
Car-S43,100.08294,-50.94831,,,,0,16.347,,,6,,,,0,15.511,,,19,0.000,
Car-S430,100.39951,-50.99352,19.762,,,5,18.640,,,5,,,,0,17.294,,,12,0.012,
Car-S432,100.40198,-50.93979,19.164,,,10,,,,0,,,,0,16.529,,,20,0.002,
Car-S433,100.40230,-50.89002,18.817,,,6,,,,0,,,,0,17.618,,,15,0.020,
Car-S435,100.40346,-50.82149,18.681,,,6,,,,0,,,,0,17.275,,,16,0.005,
Car-S436,100.40367,-50.83533,19.124,,,6,,,,0,,,,0,16.524,,,14,0.007,
Car-S437,100.40391,-50.93003,20.655,,,6,,,,0,,,,0,16.642,,,11,0.008,
Car-S438,100.40474,-50.91632,19.699,,,6,,,,0,,,,0,17.481,,,15,0.021,
Car-S439,100.40436,-50.98872,17.048,,,8,,,,0,,,,0,14.625,,,15,0.040,
Car-S44,100.08263,-50.99697,,,,0,19.323,,,5,,,,0,17.112,,,11,0.005,
Car-S443,100.40846,-50.88719,21.144,,,6,,,,0,,,,0,17.797,,,18,0.009,
Car-S444,100.40937,-50.81762,19.949,,,6,,,,0,,,,0,17.283,,,17,0.014,
Car-S445,100.40898,-50.94566,18.983,,,10,,,,0,,,,0,16.381,,,24,0.030,
Car-S446,100.40935,-50.98860,19.542,,,8,,,,0,,,,0,16.604,,,20,0.039,
Car-S447,100.41035,-50.89407,17.561,,,6,,,,0,,,,0,15.634,,,15,0.007,
Car-S448,100.41121,-50.83011,21.552,,,6,,,,0,,,,0,17.814,,,18,0.026,
Car-S449,100.41204,-50.94482,16.582,,,10,,,,0,,,,0,15.033,,,20,0.022,
Car-S450,100.41333,-50.79420,21.664,,,6,,,,0,,,,0,17.709,,,19,0.021,
Car-S451,100.41316,-50.90915,19.357,,,6,,,,0,,,,0,16.954,,,18,0.026,
Car-S454,100.41512,-50.83299,19.042,,,6,17.587,,,5,,,,0,16.167,,,17,0.018,
Car-S455,100.41507,-50.96249,17.605,,,10,,,,0,,,,0,15.161,,,19,0.027,
Car-S456,100.41665,-50.91939,18.414,,,6,17.774,,,5,,,,0,17.033,,,18,0.017,
Car-S458,100.41865,-50.89478,19.959,,,6,18.477,,,5,,,,0,16.727,,,18,0.021,
Car-S460,100.42010,-50.91271,19.569,,,6,18.519,,,5,,,,0,17.323,,,18,0.018,
Car-S462,100.42204,-50.79319,17.518,,,6,16.972,,,5,,,,0,16.302,,,18,0.029,
Car-S463,100.42232,-50.81573,21.015,,,6,19.493,,,5,,,,0,16.981,,,17,0.008,
Car-S464,100.42266,-50.96893,20.722,,,10,17.678,,,5,,,,0,15.405,,,19,0.013,
Car-S465,100.42352,-50.97460,16.202,,,10,,,,0,,,,0,14.799,,,17,0.031,
Car-S468,100.42715,-50.81225,19.509,,,6,18.403,,,5,,,,0,17.168,,,19,0.013,
Car-S47,100.08857,-50.86357,,,,0,18.213,,,6,,,,0,17.164,,,16,0.008,
Car-S471,100.43065,-50.77376,19.188,,,5,18.462,,,5,,,,0,17.609,,,19,0.012,
Car-S472,100.43617,-50.81237,19.553,,,6,18.521,,,5,,,,0,17.294,,,19,0.012,
Car-S474,100.43573,-50.96814,19.523,,,10,18.369,,,5,,,,0,17.076,,,24,0.011,
Car-S475,100.43615,-50.88827,17.755,,,6,17.035,,,5,,,,0,16.196,,,18,0.010,
Car-S476,100.43635,-50.90137,21.379,,,6,19.715,,,5,,,,0,17.369,,,18,0.016,
Car-S479,100.43679,-50.88991,19.386,,,6,18.484,,,5,,,,0,17.488,,,18,0.012,
Car-S48,100.08714,-50.99816,,,,0,17.747,,,5,,,,0,17.015,,,11,0.006,
Car-S481,100.43763,-50.88029,19.902,,,6,18.909,,,5,,,,0,17.762,,,18,0.016,
Car-S482,100.43832,-50.81481,19.309,,,6,18.216,,,5,,,,0,16.977,,,17,0.012,
Car-S484,100.43831,-50.99312,17.304,,,6,16.503,,,5,,,,0,15.607,,,12,0.012,
Car-S485,100.43971,-50.80272,17.867,,,6,17.181,,,5,,,,0,16.330,,,18,0.017,
Car-S487,100.44158,-50.81749,17.064,,,6,16.265,,,5,,,,0,15.362,,,15,0.007,
Car-S488,100.44165,-50.85016,19.302,,,6,,,,0,,,,0,16.885,,,13,0.017,
Car-S490,100.44211,-50.92691,18.336,,,6,17.441,,,5,,,,0,16.477,,,18,-0.001,
Car-S492,100.44277,-50.98224,19.142,,,10,17.684,,,5,,,,0,16.484,,,22,0.009,
Car-S494,100.44415,-50.92655,20.301,,,6,19.053,,,5,,,,0,17.683,,,18,0.010,
Car-S495,100.44576,-50.77166,,,,0,18.007,,,5,,,,0,16.822,,,19,0.009,
Car-S496,100.44520,-50.96843,21.266,,,10,19.748,,,5,,,,0,17.753,,,24,0.009,
Car-S497,100.44682,-50.97273,18.860,,,10,16.965,,,5,,,,0,15.259,,,17,0.002,
Car-S498,100.44864,-50.89116,17.748,,,6,16.705,,,5,,,,0,15.539,,,14,0.004,
Car-S499,100.44845,-50.99560,19.299,,,5,18.053,,,5,,,,0,16.809,,,13,0.007,
Car-S50,100.08906,-50.92857,,,,0,16.715,,,6,,,,0,15.595,,,16,0.002,
Car-S500,100.44897,-50.89989,19.380,,,6,18.425,,,5,,,,0,17.365,,,18,0.011,
Car-S502,100.44961,-50.89874,18.923,,,6,18.166,,,5,,,,0,17.317,,,18,0.009,
Car-S503,100.45095,-50.91715,18.983,,,6,17.587,,,5,,,,0,16.166,,,18,-0.001,
Car-S504,100.45158,-50.98185,19.062,,,10,18.361,,,5,,,,0,17.520,,,22,0.007,
Car-S507,100.45352,-50.94593,17.623,,,10,17.063,,,5,,,,0,16.363,,,24,0.007,
Car-S508,100.45497,-50.88949,17.954,,,6,17.149,,,5,,,,0,16.286,,,18,0.002,
Car-S509,100.45491,-50.90651,20.757,,,6,19.233,,,5,,,,0,17.117,,,18,0.011,
Car-S51,100.09200,-50.89529,,,,0,18.060,,,6,,,,0,17.201,,,16,0.003,
Car-S511,100.45659,-50.93649,19.518,,,9,18.466,,,5,,,,0,17.314,,,21,0.004,
Car-S512,100.45713,-50.84106,18.579,,,6,17.906,,,5,,,,0,17.131,,,17,0.008,
Car-S515,100.45906,-50.85423,19.157,,,6,18.233,,,5,,,,0,17.199,,,18,0.013,
Car-S516,100.45872,-50.94309,19.601,,,10,18.566,,,5,,,,0,17.412,,,23,0.007,
Car-S517,100.45932,-50.99791,,,,0,19.182,,,5,,,,0,17.418,,,12,0.010,
Car-S518,100.46078,-50.92805,18.180,,,6,,,,0,,,,0,15.399,,,17,-0.003,
Car-S519,100.46095,-50.93583,20.601,,,9,19.085,,,5,,,,0,17.225,,,21,0.009,
Car-S520,100.46166,-50.82883,18.645,,,6,18.004,,,5,,,,0,17.226,,,19,0.006,
Car-S521,100.46414,-50.90675,18.600,,,6,17.861,,,5,,,,0,17.027,,,18,0.003,
Car-S522,100.46459,-50.91282,18.637,,,6,18.069,,,5,,,,0,17.355,,,18,0.002,
Car-S523,100.46505,-50.87974,16.199,,,6,,,,0,,,,0,13.537,,,11,0.010,
Car-S525,100.46589,-50.84682,17.788,,,6,17.069,,,5,,,,0,16.210,,,17,0.003,
Car-S526,100.46611,-50.81318,18.096,,,6,17.286,,,5,,,,0,16.328,,,18,-0.001,
Car-S530,100.46763,-50.99840,,,,0,18.673,,,5,,,,0,17.371,,,11,0.009,
Car-S531,100.46957,-50.80643,19.488,,,6,18.309,,,5,,,,0,16.871,,,18,0.007,
Car-S532,100.47116,-50.96758,18.696,,,8,17.531,,,5,,,,0,16.194,,,21,0.009,
Car-S535,100.47434,-50.96975,19.052,,,8,17.852,,,5,,,,0,16.508,,,21,-0.001,
Car-S537,100.47531,-50.96576,19.371,,,8,18.285,,,5,,,,0,17.104,,,21,0.003,
Car-S538,100.47559,-51.00067,,,,0,18.140,,,5,,,,0,17.354,,,7,0.009,
Car-S541,100.47747,-50.95021,18.939,,,8,17.559,,,5,,,,0,16.045,,,21,0.006,
Car-S542,100.47850,-50.97972,19.576,,,8,18.435,,,5,,,,0,17.189,,,19,0.003,
Car-S543,100.47895,-50.88098,19.488,,,6,18.536,,,5,,,,0,17.428,,,18,0.011,
Car-S546,100.48076,-50.94384,16.764,,,8,15.925,,,5,,,,0,14.976,,,16,0.003,
Car-S547,100.48094,-50.93206,19.411,,,6,18.413,,,5,,,,0,17.274,,,20,0.000,
Car-S548,100.48216,-50.92962,19.529,,,6,18.153,,,5,,,,0,16.581,,,19,0.012,
Car-S550,100.48472,-50.86983,19.343,,,6,18.337,,,5,,,,0,17.175,,,18,0.002,
Car-S551,100.48664,-50.95881,20.191,,,8,18.984,,,5,,,,0,17.567,,,21,0.007,
Car-S554,100.49012,-50.99242,,,,0,17.928,,,5,,,,0,16.590,,,11,0.006,
Car-S555,100.49085,-50.99811,,,,0,17.622,,,5,,,,0,16.214,,,10,-0.001,
Car-S556,100.49109,-50.95420,19.102,,,8,17.878,,,5,,,,0,16.555,,,18,0.005,
Car-S558,100.49246,-50.80509,21.118,,,6,19.497,,,5,,,,0,17.065,,,19,0.006,
Car-S559,100.49245,-50.81610,19.547,,,6,18.482,,,5,,,,0,17.241,,,17,0.006,
Car-S56,100.09720,-50.88049,,,,0,15.498,,,6,,,,0,14.900,,,16,0.007,
Car-S560,100.49278,-50.77815,19.578,,,6,18.505,,,5,,,,0,17.230,,,19,0.007,
Car-S561,100.49412,-50.91247,16.979,,,6,16.462,,,5,,,,0,15.738,,,17,0.007,
Car-S563,100.49537,-50.84541,20.600,,,6,18.965,,,5,,,,0,16.373,,,18,0.003,
Car-S564,100.49618,-50.96908,19.297,,,8,18.115,,,5,,,,0,16.747,,,21,0.000,
Car-S565,100.49724,-50.84048,21.097,,,6,19.605,,,5,,,,0,17.595,,,17,0.005,
Car-S567,100.49797,-50.77354,19.300,,,5,18.528,,,5,,,,0,17.658,,,19,0.007,
Car-S569,100.49828,-50.77182,,,,0,20.562,,,5,,,,0,17.795,,,19,0.023,
Car-S57,100.09664,-50.93391,,,,0,18.406,,,6,,,,0,17.622,,,17,-0.001,
Car-S570,100.49807,-50.98041,19.159,,,8,18.534,,,5,,,,0,17.783,,,19,0.006,
Car-S571,100.49831,-50.97783,18.944,,,8,17.814,,,5,,,,0,16.502,,,19,-0.001,
Car-S572,100.49870,-50.85370,19.056,,,6,17.741,,,5,,,,0,16.312,,,18,-0.001,
Car-S573,100.49937,-50.89134,19.809,,,6,18.571,,,5,,,,0,17.137,,,17,0.010,
Car-S577,100.50271,-50.94321,22.152,,,7,20.476,,,5,,,,0,17.774,,,20,0.007,
Car-S578,100.50420,-50.78376,21.868,,,5,20.038,,,5,,,,0,17.048,,,17,-0.003,
Car-S58,100.09821,-50.93483,,,,0,18.401,,,6,,,,0,17.422,,,17,0.004,
Car-S580,100.50463,-50.97840,18.784,,,7,17.896,,,5,,,,0,16.872,,,18,0.004,
Car-S583,100.50608,-50.92665,17.024,,,5,16.425,,,5,,,,0,15.656,,,16,0.010,
Car-S586,100.50644,-50.88344,19.411,,,5,18.173,,,5,,,,0,16.851,,,16,0.013,
Car-S588,100.50739,-50.93571,19.085,,,6,18.272,,,5,,,,0,17.366,,,17,0.006,
Car-S59,100.09901,-50.92669,,,,0,19.059,,,6,,,,0,17.780,,,16,-0.001,
Car-S590,100.50793,-50.89330,19.374,,,5,18.386,,,5,,,,0,17.306,,,15,0.003,
Car-S592,100.50955,-50.97237,20.325,,,6,18.726,,,5,,,,0,16.373,,,15,-0.004,
Car-S594,100.50996,-50.89710,,,,0,16.946,,,5,,,,0,16.219,,,15,0.007,
Car-S596,100.51086,-50.95711,18.998,,,6,18.258,,,5,,,,0,17.421,,,18,0.010,
Car-S598,100.51170,-50.98319,19.404,,,6,18.233,,,5,,,,0,16.959,,,16,0.006,
Car-S600,100.51479,-50.93648,18.230,,,5,17.549,,,5,,,,0,16.757,,,18,0.010,
Car-S605,100.52124,-50.94763,16.216,,,5,,,,0,,,,0,14.733,,,14,0.006,
Car-S606,100.52150,-50.89013,,,,0,17.227,,,5,,,,0,16.153,,,15,0.012,
Car-S608,100.52237,-50.96348,,,,0,18.255,,,5,,,,0,16.963,,,17,0.009,
Car-S610,100.52411,-50.86465,,,,0,17.962,,,5,,,,0,17.197,,,14,0.012,
Car-S617,100.52683,-50.95370,,,,0,18.580,,,5,,,,0,16.631,,,16,0.005,
Car-S619,100.53105,-50.86367,,,,0,17.250,,,5,,,,0,16.451,,,12,0.015,
Car-S62,100.10144,-50.96910,,,,0,18.841,,,6,,,,0,17.460,,,18,-0.001,
Car-S620,100.53129,-50.87846,,,,0,18.921,,,5,,,,0,16.935,,,12,0.006,
Car-S63,100.10269,-50.91427,,,,0,16.659,,,6,,,,0,15.855,,,16,-0.001,
Car-S630,100.53779,-50.97689,,,,0,17.257,,,5,,,,0,16.460,,,14,0.005,
Car-S632,100.54093,-50.88670,,,,0,18.403,,,5,,,,0,17.640,,,12,0.017,
Car-S633,100.54102,-50.93160,,,,0,18.001,,,5,,,,0,17.227,,,13,0.011,
Car-S634,100.54185,-50.91986,,,,0,18.351,,,5,,,,0,17.648,,,12,0.015,
Car-S635,100.54309,-50.94002,,,,0,17.784,,,5,,,,0,15.586,,,13,0.016,
Car-S644,100.54659,-50.95363,,,,0,18.118,,,5,,,,0,16.929,,,15,0.009,
Car-S647,100.54864,-50.90083,,,,0,17.792,,,5,,,,0,16.774,,,12,0.011,
Car-S650,100.55037,-50.89110,,,,0,18.966,,,5,,,,0,16.497,,,12,0.005,
Car-S651,100.55059,-50.90002,,,,0,19.972,,,5,,,,0,17.650,,,12,0.020,
Car-S653,100.55294,-50.95390,,,,0,16.258,,,5,,,,0,15.473,,,11,0.004,
Car-S654,100.55325,-50.94556,,,,0,18.309,,,5,,,,0,17.056,,,15,0.005,
Car-S656,100.55385,-50.97378,,,,0,19.146,,,5,,,,0,17.729,,,13,0.015,
Car-S658,100.55719,-50.96074,,,,0,18.385,,,5,,,,0,17.385,,,15,0.007,
Car-S659,100.55908,-50.96973,,,,0,15.921,,,5,,,,0,15.118,,,11,0.006,
Car-S66,100.10498,-50.90689,,,,0,19.246,,,6,,,,0,17.243,,,16,0.006,
Car-S660,100.56100,-50.91308,,,,0,16.799,,,5,,,,0,16.084,,,12,0.009,
Car-S662,100.56517,-50.94645,,,,0,17.295,,,5,,,,0,16.359,,,15,0.009,
Car-S667,100.57138,-50.99132,,,,0,18.448,,,5,,,,0,17.288,,,13,0.006,
Car-S67,100.10573,-50.88119,,,,0,17.949,,,6,,,,0,17.160,,,16,0.004,
Car-S670,100.57259,-50.93201,,,,0,17.775,,,5,,,,0,16.413,,,13,0.009,
Car-S671,100.57270,-50.94061,,,,0,18.653,,,5,,,,0,17.465,,,15,0.013,
Car-S672,100.57410,-50.94880,,,,0,18.694,,,5,,,,0,17.505,,,15,0.014,
Car-S676,100.57745,-50.90768,,,,0,18.830,,,5,,,,0,17.667,,,12,0.015,
Car-S68,100.10604,-50.99747,,,,0,17.372,,,5,,,,0,16.509,,,11,0.005,
Car-S680,100.58403,-50.87606,,,,0,18.063,,,5,,,,0,17.448,,,12,0.016,
Car-S681,100.58429,-50.89344,,,,0,16.824,,,5,,,,0,16.175,,,11,0.018,
Car-S683,100.58482,-50.92675,,,,0,19.991,,,5,,,,0,17.220,,,12,0.014,
Car-S684,100.58482,-50.97995,,,,0,17.972,,,5,,,,0,15.820,,,14,0.005,
Car-S685,100.58690,-50.97453,,,,0,17.637,,,5,,,,0,16.270,,,12,0.006,
Car-S686,100.58714,-50.89610,,,,0,18.174,,,5,,,,0,17.084,,,12,0.011,
Car-S688,100.58840,-50.93764,,,,0,16.852,,,5,,,,0,16.110,,,14,0.008,
Car-S693,100.59313,-50.89500,,,,0,17.972,,,5,,,,0,17.118,,,12,0.009,
Car-S695,100.59727,-50.93131,,,,0,16.823,,,5,,,,0,15.684,,,12,0.003,
Car-S696,100.59972,-50.90088,,,,0,18.795,,,5,,,,0,17.738,,,12,0.015,
Car-S697,100.60056,-50.96524,,,,0,17.378,,,5,,,,0,16.213,,,15,0.001,
Car-S698,100.60072,-50.93685,,,,0,18.428,,,5,,,,0,17.220,,,15,0.013,
Car-S700,100.60265,-50.88626,,,,0,18.184,,,5,,,,0,16.966,,,12,0.011,
Car-S701,100.60267,-50.97925,,,,0,19.091,,,5,,,,0,17.728,,,14,0.009,
Car-S702,100.60389,-50.88860,,,,0,19.608,,,5,,,,0,17.738,,,12,0.029,
Car-S707,100.60719,-50.87017,,,,0,18.840,,,5,,,,0,17.744,,,12,0.012,
Car-S708,100.60762,-50.96494,,,,0,16.055,,,5,,,,0,15.348,,,11,0.013,
Car-S709,100.60882,-50.89142,,,,0,17.948,,,5,,,,0,16.627,,,12,0.014,
Car-S716,100.61849,-50.99447,,,,0,18.674,,,5,,,,0,17.486,,,10,0.008,
Car-S718,100.61968,-50.94152,,,,0,18.671,,,5,,,,0,17.488,,,15,0.015,
Car-S720,100.62219,-50.97342,,,,0,17.507,,,5,,,,0,16.400,,,13,0.005,
Car-S721,100.62292,-50.92308,,,,0,19.274,,,5,,,,0,17.413,,,12,0.010,
Car-S722,100.62498,-50.91564,,,,0,16.761,,,5,,,,0,15.900,,,10,0.012,
Car-S723,100.62653,-50.94255,,,,0,18.737,,,5,,,,0,17.540,,,15,0.011,
Car-S724,100.62724,-50.89281,,,,0,19.194,,,5,,,,0,17.587,,,12,0.029,
Car-S725,100.62793,-50.99993,,,,0,18.581,,,5,,,,0,17.360,,,10,0.011,
Car-S728,100.63759,-50.89185,,,,0,18.611,,,5,,,,0,17.466,,,12,0.012,
Car-S729,100.63802,-50.87813,,,,0,16.896,,,5,,,,0,16.186,,,12,0.007,
Car-S733,100.64289,-50.96977,,,,0,16.674,,,5,,,,0,15.821,,,14,0.012,
Car-S737,100.65008,-50.88945,,,,0,18.063,,,5,,,,0,17.332,,,12,0.008,
Car-S738,100.65011,-50.97265,,,,0,18.153,,,5,,,,0,17.044,,,14,0.008,
Car-S739,100.65091,-50.99290,,,,0,18.432,,,5,,,,0,17.536,,,10,0.008,
Car-S74,100.11510,-50.91175,,,,0,16.734,,,6,,,,0,15.415,,,18,0.003,
Car-S740,100.65118,-50.95334,,,,0,18.032,,,5,,,,0,16.695,,,16,0.007,
Car-S743,100.65581,-50.89448,,,,0,18.694,,,5,,,,0,18.494,,,12,0.006,
Car-S744,100.65724,-50.99224,,,,0,19.028,,,5,,,,0,17.371,,,10,0.014,
Car-S745,100.65821,-50.89387,,,,0,18.716,,,5,,,,0,17.544,,,12,0.006,
Car-S746,100.66001,-50.89946,,,,0,17.677,,,5,,,,0,16.852,,,12,-0.001,
Car-S747,100.66022,-50.95741,,,,0,18.517,,,5,,,,0,17.975,,,15,0.017,
Car-S748,100.66047,-50.93355,,,,0,18.431,,,5,,,,0,17.297,,,14,0.014,
Car-S749,100.66211,-50.90823,,,,0,18.184,,,5,,,,0,16.605,,,12,0.011,
Car-S75,100.11518,-50.93396,,,,0,17.401,,,6,,,,0,16.557,,,19,0.001,
Car-S750,100.66381,-50.98918,,,,0,17.118,,,5,,,,0,16.413,,,14,0.019,
Car-S751,100.66569,-50.98490,,,,0,17.795,,,5,,,,0,16.710,,,14,0.008,
Car-S752,100.67395,-50.87454,,,,0,17.236,,,5,,,,0,16.599,,,12,0.010,
Car-S753,100.67701,-50.90979,,,,0,17.442,,,5,,,,0,16.633,,,12,0.006,
Car-S754,100.67773,-50.87153,,,,0,18.633,,,5,,,,0,17.850,,,12,0.011,
Car-S757,100.68436,-50.86959,,,,0,16.826,,,5,,,,0,16.110,,,12,0.020,
Car-S758,100.68442,-50.92438,,,,0,18.439,,,5,,,,0,17.257,,,12,0.012,
Car-S760,100.68877,-50.98584,,,,0,17.653,,,5,,,,0,16.187,,,13,0.002,
Car-S761,100.68898,-50.93385,,,,0,19.868,,,5,,,,0,17.081,,,14,0.005,
Car-S764,100.69306,-50.98791,,,,0,16.823,,,5,,,,0,15.892,,,13,0.004,
Car-S765,100.69516,-50.97231,,,,0,17.444,,,5,,,,0,16.701,,,13,0.008,
Car-S767,100.70046,-50.97884,,,,0,18.673,,,5,,,,0,17.501,,,14,0.012,
Car-S768,100.70093,-50.92516,,,,0,18.100,,,5,,,,0,17.206,,,11,0.008,
Car-S769,100.70155,-50.87221,,,,0,17.483,,,5,,,,0,16.629,,,11,0.017,
Car-S772,100.70438,-50.98750,,,,0,16.775,,,5,,,,0,15.967,,,12,0.009,
Car-S773,100.70538,-50.90021,,,,0,15.988,,,5,,,,0,15.286,,,10,0.008,
Car-S774,100.70763,-50.94501,,,,0,16.878,,,5,,,,0,15.581,,,11,0.011,
Car-S775,100.70934,-50.99691,,,,0,16.692,,,5,,,,0,15.769,,,10,0.005,
Car-S776,100.71395,-50.90196,,,,0,18.997,,,5,,,,0,17.756,,,9,0.010,
Car-S777,100.71444,-50.86484,,,,0,17.358,,,5,,,,0,16.534,,,9,0.018,
Car-S778,100.71551,-50.88890,,,,0,17.187,,,5,,,,0,16.478,,,9,0.016,
Car-S779,100.71686,-50.89253,,,,0,17.646,,,5,,,,0,16.836,,,9,0.012,
Car-S78,100.11607,-50.99645,,,,0,16.521,,,5,,,,0,15.727,,,11,0.015,
Car-S780,100.71814,-50.98614,,,,0,18.189,,,5,,,,0,17.232,,,11,0.008,
Car-S781,100.71818,-50.91876,,,,0,16.972,,,5,,,,0,16.161,,,8,0.012,
Car-S782,100.72087,-50.99884,,,,0,19.049,,,5,,,,0,16.993,,,10,-0.002,
Car-S783,100.72251,-50.91022,,,,0,16.903,,,5,,,,0,16.175,,,10,0.011,
Car-S784,100.72266,-50.96388,,,,0,17.944,,,5,,,,0,17.060,,,13,0.011,
Car-S786,100.72420,-50.95424,,,,0,16.333,,,5,,,,0,15.648,,,13,0.010,
Car-S787,100.72405,-50.87297,,,,0,16.194,,,5,,,,0,15.497,,,8,0.024,
Car-S788,100.72531,-50.93441,,,,0,18.161,,,5,,,,0,17.440,,,12,0.013,
Car-S789,100.72681,-50.90558,,,,0,16.844,,,5,,,,0,15.941,,,9,0.008,
Car-S79,100.11889,-50.78693,,,,0,18.226,,,6,,,,0,16.547,,,19,0.005,
Car-S790,100.72711,-50.95405,,,,0,19.837,,,5,,,,0,17.802,,,13,0.012,
Car-S792,100.72809,-50.96043,,,,0,16.276,,,5,,,,0,15.455,,,11,0.009,
Car-S793,100.72819,-50.98154,,,,0,18.479,,,5,,,,0,17.431,,,12,0.008,
Car-S794,100.72896,-50.93621,,,,0,18.518,,,5,,,,0,17.310,,,12,0.011,
Car-S797,100.73091,-50.89434,,,,0,16.931,,,5,,,,0,16.118,,,9,0.009,
Car-S799,100.73260,-50.95756,,,,0,16.993,,,5,,,,0,16.071,,,12,0.007,
Car-S8,100.00224,-50.97389,,,,0,19.989,,,6,,,,0,17.706,,,14,0.019,
Car-S80,100.11897,-50.80820,,,,0,20.077,,,6,,,,0,17.581,,,19,0.003,
Car-S800,100.73299,-50.88273,,,,0,18.840,,,5,,,,0,16.482,,,9,0.026,
Car-S802,100.73521,-50.87609,,,,0,16.111,,,5,,,,0,15.158,,,5,0.018,
Car-S803,100.73607,-50.92816,,,,0,16.930,,,5,,,,0,16.102,,,9,0.012,
Car-S805,100.73791,-50.99582,,,,0,17.038,,,5,,,,0,16.386,,,10,0.007,
Car-S809,100.74864,-50.97266,,,,0,18.076,,,5,,,,0,17.313,,,11,0.009,
Car-S81,100.11951,-50.79135,,,,0,19.772,,,6,,,,0,17.199,,,19,0.016,
Car-S810,100.75013,-50.88914,,,,0,19.312,,,5,,,,0,16.929,,,9,0.021,
Car-S811,100.75204,-50.94791,,,,0,15.945,,,5,,,,0,15.021,,,7,0.004,
Car-S812,100.75203,-50.86511,,,,0,16.831,,,5,,,,0,16.170,,,9,0.018,
Car-S813,100.75257,-50.92296,,,,0,18.688,,,5,,,,0,17.637,,,10,0.009,
Car-S815,100.75682,-50.91277,,,,0,16.615,,,5,,,,0,15.840,,,9,0.010,
Car-S817,100.76037,-50.95576,,,,0,17.344,,,5,,,,0,16.543,,,12,0.006,
Car-S818,100.76253,-50.91699,,,,0,19.136,,,5,,,,0,17.570,,,10,0.008,
Car-S82,100.12011,-50.79922,,,,0,18.132,,,6,,,,0,17.298,,,19,0.006,
Car-S820,100.76338,-50.97140,,,,0,18.323,,,5,,,,0,17.049,,,9,0.014,
Car-S821,100.76364,-50.92230,,,,0,18.750,,,5,,,,0,17.821,,,10,0.011,
Car-S824,100.76735,-50.89582,,,,0,17.983,,,5,,,,0,17.303,,,9,0.015,
Car-S826,100.76873,-50.91291,,,,0,17.507,,,5,,,,0,16.303,,,9,0.008,
Car-S828,100.76920,-50.99598,,,,0,17.210,,,5,,,,0,16.391,,,8,0.007,
Car-S829,100.76976,-50.86554,,,,0,18.146,,,5,,,,0,17.415,,,9,0.028,
Car-S83,100.11988,-50.83451,,,,0,17.834,,,6,,,,0,16.125,,,19,0.007,
Car-S831,100.77693,-50.91141,,,,0,17.951,,,5,,,,0,17.116,,,10,0.012,
Car-S832,100.77801,-50.99662,,,,0,20.646,,,5,,,,0,17.678,,,7,0.007,
Car-S834,99.93345,-50.68975,,,,0,18.557,,,6,,,,0,17.135,,,11,0.025,
Car-S835,99.93520,-50.77722,,,,0,17.785,,,6,,,,0,16.840,,,13,0.008,
Car-S836,99.93678,-50.80251,,,,0,17.366,,,6,,,,0,16.102,,,12,0.012,
Car-S837,99.93852,-50.72980,,,,0,18.507,,,6,,,,0,17.119,,,13,0.010,
Car-S838,99.94001,-50.92938,,,,0,19.994,,,6,,,,0,17.349,,,13,0.008,
Car-S839,99.94203,-50.72100,,,,0,15.917,,,6,,,,0,15.259,,,13,0.032,
Car-S84,100.12139,-50.88980,,,,0,16.994,,,6,,,,0,16.009,,,19,0.004,
Car-S840,99.94395,-50.87883,,,,0,17.563,,,6,,,,0,16.805,,,13,0.025,
Car-S841,99.94434,-50.93894,,,,0,18.041,,,6,,,,0,17.212,,,13,-0.001,
Car-S842,99.94626,-50.91761,,,,0,17.830,,,6,,,,0,16.887,,,13,0.008,
Car-S844,99.95574,-50.70485,,,,0,16.150,,,6,,,,0,15.288,,,13,0.032,
