name,ra,dec,B,BErr,nB_tot,nB,V,VErr,nV_tot,nV,R,RErr,nR_tot,nR,I,IErr,nI_tot,nI,vary,objID
PG1323-S269,201.64110,-8.68976,16.956,,,24,16.472,,,25,16.174,,,16,15.820,,,13,0.001,
PG1323-S27,201.43062,-8.87839,19.588,,,51,18.101,,,93,17.101,,,47,15.871,,,97,0.037,
PG1323-S270,201.64168,-8.54915,17.258,,,17,16.473,,,20,16.025,,,15,15.623,,,12,0.022,
PG1323-S271,201.64416,-8.70754,15.945,,,28,15.526,,,25,15.282,,,16,14.983,,,17,0.008,
PG1323-S272,201.64889,-8.60008,16.882,,,20,16.015,,,22,15.459,,,15,15.030,,,13,0.015,
PG1323-S273,201.65150,-9.04910,17.280,,,19,16.295,,,21,15.665,,,10,15.116,,,10,0.014,
PG1323-S274,201.65416,-9.14571,16.648,,,10,15.993,,,9,15.633,,,8,15.198,,,8,0.035,
PG1323-S275,201.66044,-9.21188,16.705,,,6,15.870,,,6,15.324,,,8,14.809,,,8,0.038,
PG1323-S276,201.66177,-9.13843,16.294,,,10,15.663,,,9,15.309,,,8,14.927,,,8,0.034,
PG1323-S277,201.66622,-9.21139,16.592,,,6,15.919,,,6,15.522,,,7,15.141,,,8,0.036,
PG1323-S278,201.66791,-8.65096,15.336,,,24,14.674,,,23,14.289,,,15,13.927,,,11,0.012,
PG1323-S279,201.66842,-8.87935,16.252,,,28,15.313,,,27,14.680,,,22,14.106,,,19,0.026,
PG1323-S28,201.43580,-8.79255,19.782,,,42,18.194,,,112,17.144,,,58,15.953,,,117,0.035,
PG1323-S280,201.67391,-8.56457,15.305,,,11,14.526,,,7,14.041,,,8,,,,0,0.014,
PG1323-S281,201.67687,-8.71208,16.619,,,18,15.980,,,13,15.615,,,7,15.189,,,6,0.020,
PG1323-S282,201.67914,-8.99574,13.327,,,20,12.747,,,13,12.400,,,10,12.047,,,10,0.020,
PG1323-S283,201.68168,-8.88174,15.830,,,18,14.490,,,14,13.637,,,11,12.900,,,10,0.027,
PG1323-S284,201.68532,-9.01342,16.918,,,13,15.946,,,12,15.284,,,11,14.751,,,10,0.015,
PG1323-S285,201.68681,-9.00319,15.894,,,14,15.340,,,14,15.034,,,11,14.674,,,10,0.020,
PG1323-S286,201.69012,-8.79387,16.781,,,15,16.163,,,15,15.799,,,13,15.421,,,11,0.024,
PG1323-S287,201.69041,-8.86979,17.323,,,16,16.751,,,14,16.438,,,13,16.068,,,11,0.011,
PG1323-S288,201.69103,-8.72846,16.501,,,13,15.462,,,13,14.780,,,11,14.174,,,9,0.040,
PG1323-S289,201.69781,-8.89813,17.110,,,17,15.797,,,15,14.960,,,13,14.248,,,12,0.021,
PG1323-S29,201.48945,-8.88893,18.138,,,64,17.524,,,85,17.156,,,37,16.777,,,81,0.027,
PG1323-S290,201.71213,-8.66065,16.853,,,14,16.194,,,11,15.844,,,9,15.448,,,7,0.021,
PG1323-S292,201.71713,-9.02325,13.796,,,15,13.075,,,13,12.650,,,11,12.260,,,11,0.018,
PG1323-S293,201.71714,-9.01733,16.772,,,15,16.512,,,12,16.349,,,11,16.124,,,11,0.018,
PG1323-S294,201.71709,-8.58181,16.814,,,11,16.616,,,8,16.490,,,8,16.312,,,7,0.018,
PG1323-S295,201.71842,-8.91170,17.088,,,14,16.441,,,13,16.086,,,14,15.689,,,12,0.009,
PG1323-S296,201.71854,-8.97398,14.893,,,19,14.153,,,15,13.757,,,14,13.381,,,12,0.015,
PG1323-S297,201.71923,-8.61465,14.381,,,12,13.785,,,9,13.458,,,9,13.108,,,7,0.015,
PG1323-S298,201.72598,-9.14553,15.408,,,6,14.712,,,6,14.304,,,5,13.872,,,6,0.022,
PG1323-S299,201.72805,-9.07932,17.294,,,6,16.713,,,6,16.361,,,5,15.997,,,6,0.011,
PG1323-S30,201.50248,-8.86734,19.531,,,48,18.153,,,92,17.245,,,51,16.435,,,92,0.034,
PG1323-S300,201.73511,-9.07338,17.420,,,8,16.345,,,9,15.650,,,5,15.077,,,6,0.021,
PG1323-S301,201.73707,-9.06096,15.524,,,8,14.936,,,9,14.623,,,5,14.266,,,6,0.018,
PG1323-S302,201.74229,-8.97027,15.117,,,13,14.076,,,13,13.389,,,13,12.809,,,10,0.014,
PG1323-S303,201.74237,-8.66224,15.230,,,10,14.533,,,10,14.176,,,8,13.813,,,6,0.011,
PG1323-S304,201.74801,-8.52725,17.010,,,6,16.076,,,5,15.481,,,8,15.036,,,6,0.017,
PG1323-S305,201.74832,-8.50369,15.559,,,5,,,,0,14.536,,,6,14.179,,,5,0.014,
PG1323-S306,201.75210,-9.07830,13.563,,,6,12.887,,,6,12.513,,,5,12.135,,,6,0.007,
PG1323-S307,201.75410,-8.58614,15.211,,,8,14.625,,,8,14.288,,,8,13.937,,,6,0.011,
PG1323-S308,201.75612,-9.04481,17.043,,,9,16.309,,,10,15.877,,,7,15.441,,,7,0.011,
PG1323-S309,201.75736,-9.09924,16.019,,,6,15.391,,,6,15.063,,,5,14.680,,,6,0.002,
PG1323-S31,201.50977,-8.76193,18.150,,,46,17.633,,,58,17.305,,,25,16.930,,,49,0.031,
PG1323-S310,201.75781,-9.06737,14.193,,,8,13.538,,,9,13.183,,,5,12.807,,,6,0.016,
PG1323-S311,201.76014,-9.17366,16.808,,,6,16.142,,,6,15.781,,,5,15.414,,,6,0.031,
PG1323-S312,201.76044,-8.80299,17.064,,,11,16.430,,,11,16.067,,,13,15.694,,,11,0.015,
PG1323-S313,201.76111,-9.03181,16.620,,,9,16.056,,,10,15.703,,,7,15.340,,,7,0.008,
PG1323-S314,201.76336,-8.84004,16.968,,,12,16.107,,,14,15.578,,,13,15.128,,,11,0.007,
PG1323-S315,201.76434,-8.82067,16.258,,,14,15.611,,,14,15.248,,,13,14.871,,,11,0.015,
PG1323-S316,201.76554,-8.89093,17.909,,,13,16.966,,,13,16.360,,,13,15.796,,,11,0.008,
PG1323-S317,201.77008,-9.02822,17.591,,,10,16.633,,,11,16.014,,,10,15.480,,,9,0.010,
PG1323-S318,201.77005,-8.58591,16.395,,,8,15.650,,,8,15.186,,,8,14.782,,,6,0.019,
PG1323-S319,201.77708,-8.52455,17.235,,,5,,,,0,15.721,,,6,15.277,,,5,0.021,
PG1323-S32,201.51492,-8.90867,18.983,,,42,18.049,,,56,17.462,,,29,16.951,,,56,0.024,
PG1323-S320,201.77929,-9.03879,17.087,,,9,16.167,,,11,15.597,,,8,15.051,,,9,0.016,
PG1323-S321,201.78086,-8.50499,16.395,,,5,,,,0,15.243,,,6,,,,0,0.026,
PG1323-S322,201.78553,-8.91545,16.989,,,13,16.535,,,13,16.264,,,11,15.938,,,10,0.007,
PG1323-S323,201.78626,-9.11349,16.510,,,6,15.913,,,6,15.599,,,5,15.235,,,6,0.007,
PG1323-S324,201.78640,-9.04963,15.756,,,8,15.195,,,9,14.880,,,5,14.513,,,6,0.017,
PG1323-S326,201.78782,-8.94975,16.604,,,12,16.180,,,13,15.937,,,11,15.650,,,10,0.014,
PG1323-S327,201.79554,-9.02977,17.120,,,10,16.538,,,11,16.191,,,8,15.822,,,9,0.019,
PG1323-S328,201.79698,-8.81417,15.863,,,12,14.849,,,13,14.199,,,11,13.675,,,10,0.023,
PG1323-S329,201.79726,-8.84875,16.030,,,13,15.420,,,13,15.073,,,11,14.730,,,10,0.020,
PG1323-S33,201.39460,-8.80912,18.503,,,42,17.935,,,65,17.581,,,26,17.205,,,63,0.040,
PG1323-S330,201.79947,-8.51468,17.326,,,5,,,,0,16.376,,,6,,,,0,0.029,
PG1323-S331,201.80139,-9.14374,16.157,,,6,15.727,,,6,15.459,,,5,15.152,,,6,0.012,
PG1323-S332,201.80461,-9.18588,,,,0,,,,0,16.261,,,5,15.941,,,6,0.017,
PG1323-S333,201.80471,-9.17401,,,,0,15.794,,,6,15.357,,,5,14.929,,,6,0.029,
PG1323-S334,201.80514,-8.87776,14.718,,,13,14.076,,,13,13.699,,,11,13.323,,,10,0.018,
PG1323-S335,201.80529,-9.01150,14.425,,,12,13.754,,,13,13.322,,,11,12.904,,,9,0.017,
PG1323-S336,201.80539,-8.76718,18.051,,,10,16.653,,,11,15.697,,,8,14.802,,,9,0.025,
PG1323-S337,201.80636,-8.98441,16.781,,,13,16.229,,,13,15.897,,,11,15.511,,,10,0.010,
PG1323-S338,201.80623,-8.73806,16.283,,,11,15.562,,,11,15.134,,,8,14.714,,,6,0.018,
PG1323-S34,201.50085,-8.75132,19.777,,,18,18.316,,,56,17.402,,,24,16.498,,,52,0.042,
PG1323-S340,201.81408,-9.08103,15.368,,,5,14.690,,,5,14.299,,,5,13.918,,,6,0.015,
PG1323-S341,201.81643,-8.82252,16.036,,,6,15.374,,,5,14.974,,,6,14.612,,,6,0.022,
PG1323-S342,201.83330,-8.91458,,,,0,13.469,,,6,13.288,,,6,13.027,,,5,0.015,
PG1323-S343,201.86540,-8.95051,17.453,,,6,16.382,,,7,15.694,,,6,15.049,,,6,0.021,
PG1323-S344,201.86660,-8.74874,16.378,,,5,15.881,,,6,,,,0,15.228,,,5,0.017,
PG1323-S345,201.87094,-8.89331,16.494,,,6,15.172,,,7,14.351,,,6,13.648,,,6,0.012,
PG1323-S346,201.90848,-8.79244,16.705,,,6,15.846,,,7,15.393,,,6,14.929,,,6,0.015,
PG1323-S347,201.90961,-8.95651,14.604,,,6,14.108,,,7,13.816,,,6,13.491,,,6,0.014,
PG1323-S348,201.91608,-8.73711,17.015,,,5,16.431,,,6,,,,0,15.762,,,5,0.025,
PG1323-S349,201.91679,-8.97417,16.315,,,6,15.510,,,7,15.057,,,6,14.629,,,6,0.028,
PG1323-S35,201.43605,-8.76184,,,,0,18.851,,,56,17.751,,,24,16.226,,,63,0.034,
PG1323-S350,201.92180,-8.96755,15.881,,,5,15.276,,,7,14.940,,,6,14.585,,,6,0.017,
PG1323-S351,201.94530,-8.93270,16.038,,,6,15.252,,,7,14.814,,,6,14.400,,,6,0.021,
PG1323-S352,201.94914,-8.99610,18.368,,,6,16.958,,,7,16.029,,,5,,,,0,0.039,
PG1323-S353,201.95023,-8.87890,17.197,,,6,16.160,,,7,15.432,,,6,14.883,,,6,0.016,
PG1323-S354,201.95161,-8.85973,16.779,,,6,15.825,,,7,15.244,,,6,14.795,,,6,0.018,
PG1323-S355,201.95193,-8.80587,,,,0,17.133,,,6,16.143,,,6,15.102,,,6,0.034,
PG1323-S36,201.50020,-8.90857,,,,0,18.757,,,52,17.802,,,30,16.810,,,56,0.042,
PG1323-S37,201.43874,-8.90142,19.138,,,39,18.288,,,59,17.777,,,27,17.318,,,55,0.013,
PG1323-S38,201.50170,-8.79203,18.737,,,65,18.236,,,89,17.897,,,49,17.526,,,88,0.032,
PG1323-S39,201.46895,-8.89935,20.039,,,16,18.869,,,53,18.102,,,28,17.413,,,61,0.028,
PG1323-S40,201.38923,-8.79930,,,,0,18.938,,,40,,,,0,17.457,,,48,0.050,
PG1323-S41,201.45355,-8.91305,,,,0,18.785,,,46,18.142,,,25,17.591,,,54,0.045,
PG1323-S42,201.46871,-8.76415,,,,0,19.132,,,51,18.172,,,29,17.106,,,67,0.042,
PG1323-S44,201.41968,-8.85192,,,,0,19.328,,,76,18.369,,,45,17.426,,,116,0.033,
PG1323-S46,201.48778,-8.79946,,,,0,19.195,,,64,18.433,,,47,17.763,,,97,0.047,
PG1323-S47,201.42491,-8.88667,20.803,,,11,19.421,,,52,18.478,,,29,17.605,,,78,0.019,
PG1323-S48,201.46377,-8.82919,20.079,,,25,19.168,,,83,18.572,,,45,18.044,,,107,0.026,
PG1323-S49,201.43127,-8.84819,20.001,,,29,19.111,,,90,18.551,,,47,18.012,,,104,0.036,
PG1323-S50,201.37716,-8.85557,20.025,,,8,19.144,,,44,18.593,,,17,18.116,,,45,0.020,
PG1323-S52,201.47200,-8.87306,,,,0,19.347,,,61,18.651,,,36,18.065,,,79,0.041,
PG1323-S53,201.41094,-8.89289,,,,0,19.541,,,37,18.654,,,23,17.854,,,66,0.040,
PG1323-S54,201.40495,-8.88790,,,,0,19.284,,,49,18.700,,,21,18.207,,,54,0.028,
PG1323-S55,201.38487,-8.87083,19.820,,,14,19.265,,,43,18.903,,,11,18.548,,,31,0.024,
PG1323-S56,201.37779,-8.81214,,,,0,19.819,,,25,,,,0,17.934,,,53,0.019,
PG1323-S58,201.39303,-8.90420,,,,0,19.309,,,27,,,,0,18.643,,,16,0.014,
PG1323-S59,201.41818,-8.82178,,,,0,20.182,,,36,18.944,,,24,17.408,,,114,0.036,
PG1323-S6,201.45079,-8.77881,16.416,,,62,15.414,,,86,14.863,,,36,14.330,,,79,0.015,
PG1323-S60,201.51485,-8.77783,19.740,,,20,19.302,,,35,19.008,,,11,18.649,,,18,-0.004,
PG1323-S62,201.47029,-8.75759,,,,0,19.663,,,32,,,,0,18.781,,,17,0.031,
PG1323-S64,200.97858,-8.93458,,,,0,,,,0,15.143,,,5,14.791,,,7,0.023,
PG1323-S65,200.98001,-8.86658,,,,0,,,,0,16.190,,,5,15.700,,,8,0.013,
PG1323-S66,200.98385,-8.90316,16.451,,,5,15.833,,,5,15.422,,,5,15.069,,,8,0.009,
PG1323-S67,200.98662,-9.00240,15.497,,,5,14.870,,,5,14.471,,,5,14.129,,,8,0.023,
PG1323-S68,201.00131,-8.95393,16.921,,,5,16.083,,,5,15.518,,,5,15.055,,,8,0.019,
PG1323-S69,201.00887,-8.85187,16.874,,,5,16.001,,,5,15.499,,,5,15.015,,,8,0.021,
PG1323-S7,201.38029,-8.88690,16.074,,,48,15.311,,,67,14.873,,,24,14.427,,,59,0.024,
PG1323-S70,201.01803,-8.93978,14.476,,,5,13.863,,,5,13.513,,,5,13.147,,,8,0.022,
PG1323-S71,201.02857,-8.91852,16.061,,,5,15.441,,,5,15.104,,,5,14.733,,,8,0.029,
PG1323-S72,201.03235,-8.90922,17.159,,,5,16.223,,,5,15.615,,,5,15.129,,,8,0.007,
PG1323-S73,201.03609,-8.95352,13.685,,,5,12.724,,,5,12.222,,,5,11.730,,,8,0.020,
PG1323-S74,201.05566,-8.84002,15.269,,,5,13.872,,,5,12.962,,,5,12.136,,,9,0.035,
PG1323-S75,201.07022,-8.97234,14.826,,,5,14.042,,,7,13.605,,,5,13.104,,,9,0.016,
PG1323-S76,201.08775,-8.84685,16.764,,,5,15.410,,,6,14.734,,,5,14.060,,,9,0.013,
PG1323-S77,201.08864,-8.88080,14.988,,,5,14.281,,,6,13.893,,,5,13.487,,,9,0.024,
PG1323-S78,201.09457,-8.87883,,,,0,15.321,,,7,,,,0,14.602,,,7,0.027,
PG1323-S79,201.11088,-8.83040,18.338,,,11,16.972,,,18,16.026,,,13,15.257,,,15,0.020,
PG1323-S8,201.37873,-8.90195,17.217,,,49,15.896,,,56,15.217,,,24,14.539,,,50,0.035,
PG1323-S80,201.11466,-9.08064,14.864,,,5,14.051,,,7,13.563,,,6,13.130,,,6,0.010,
PG1323-S81,201.11528,-9.05610,15.652,,,6,14.759,,,10,14.245,,,6,13.773,,,7,0.025,
PG1323-S82,201.11951,-8.93046,13.666,,,14,13.039,,,21,12.656,,,14,12.336,,,16,0.012,
PG1323-S84,201.12043,-8.69714,16.457,,,11,15.800,,,17,15.400,,,8,15.021,,,11,0.019,
PG1323-S85,201.12184,-9.19445,,,,0,,,,0,12.413,,,5,11.950,,,7,0.017,
PG1323-S86,201.12531,-8.94349,17.467,,,17,15.997,,,23,15.049,,,15,14.124,,,17,0.012,
PG1323-S87,201.13302,-9.05632,13.234,,,12,12.691,,,16,12.367,,,7,12.030,,,7,0.011,
PG1323-S88,201.13535,-8.78298,16.721,,,18,16.142,,,23,15.809,,,15,15.460,,,17,0.019,
PG1323-S89,201.13740,-8.74458,13.163,,,13,12.635,,,17,12.312,,,8,11.968,,,12,0.010,
PG1323-S9,201.37955,-8.79482,16.329,,,50,15.691,,,70,15.324,,,26,14.956,,,62,0.017,
PG1323-S90,201.13741,-8.79976,15.174,,,16,14.561,,,19,14.191,,,15,13.826,,,17,0.029,
PG1323-S92,201.13859,-9.13876,15.278,,,7,14.398,,,8,13.844,,,6,13.387,,,7,-0.002,
PG1323-S93,201.14190,-8.86386,17.356,,,17,16.379,,,22,15.723,,,15,15.201,,,17,0.033,
PG1323-S94,201.14357,-8.95797,15.789,,,18,15.009,,,23,14.551,,,15,14.162,,,17,0.004,
PG1323-S95,201.14556,-8.94735,14.301,,,18,13.465,,,23,13.009,,,15,12.551,,,17,0.001,
PG1323-S96,201.14580,-9.17281,16.013,,,5,15.431,,,8,15.057,,,6,14.702,,,7,0.003,
PG1323-S97,201.14888,-8.67588,17.109,,,15,16.511,,,18,16.156,,,8,15.801,,,9,0.013,
PG1323-S98,201.15140,-9.22056,,,,0,,,,0,15.002,,,6,14.562,,,7,0.020,
PG1323-S99,201.15247,-8.54714,17.372,,,11,16.118,,,13,15.304,,,8,14.655,,,9,0.011,
PG1525-071A,232.05594,-7.26683,14.269,,,8,13.483,,,26,13.048,,,8,12.645,,,22,-0.006,
PG1525-071B,232.06002,-7.27025,17.105,,,8,16.363,,,26,15.926,,,8,15.537,,,22,0.011,
PG1525-071C,232.06880,-7.24166,14.631,,,8,13.521,,,26,12.924,,,8,12.426,,,22,0.010,
PG1525-071D,232.05009,-7.27748,16.994,,,9,16.301,,,27,15.879,,,9,15.532,,,23,0.017,
PG1525-S10,232.10591,-7.27837,17.021,,,5,16.476,,,14,16.098,,,5,15.721,,,10,-0.002,
PG1525-S11,232.11728,-7.21285,16.819,,,5,16.335,,,14,15.997,,,5,15.656,,,10,0.011,
PG1525-S12,232.11573,-7.23746,17.117,,,5,16.525,,,14,16.169,,,5,15.783,,,10,-0.003,
PG1525-S13,232.08026,-7.20392,17.983,,,6,16.559,,,13,15.649,,,6,14.824,,,9,0.017,
PG1525-S14,232.08210,-7.26011,18.172,,,7,16.976,,,22,16.265,,,7,15.663,,,18,0.005,
PG1525-S15,232.08454,-7.22125,17.671,,,6,16.991,,,15,16.596,,,6,16.203,,,11,0.029,
PG1525-S16,232.09482,-7.25201,18.419,,,7,17.416,,,16,16.826,,,7,16.322,,,12,0.010,
PG1525-S17,232.08050,-7.29333,17.886,,,7,17.205,,,16,16.769,,,7,16.378,,,12,-0.008,
PG1525-S18,232.05032,-7.24724,18.477,,,7,17.347,,,25,16.637,,,7,16.056,,,21,0.014,
PG1525-S20,232.08130,-7.26346,17.850,,,7,17.420,,,22,17.129,,,7,16.847,,,18,0.011,
PG1525-S21,232.08472,-7.25583,18.189,,,7,17.465,,,22,17.040,,,7,16.638,,,18,-0.014,
PG1525-S22,232.12014,-7.28804,,,,0,17.643,,,14,17.097,,,5,16.586,,,9,0.006,
PG1525-S24,232.11365,-7.28855,,,,0,19.373,,,11,,,,0,16.952,,,10,0.007,
PG1525-S26,232.09101,-7.22671,,,,0,17.990,,,16,17.593,,,7,17.224,,,14,0.015,
PG1525-S27,232.10479,-7.28487,,,,0,18.083,,,14,17.620,,,5,17.201,,,10,0.027,
PG1525-S28,232.07569,-7.25683,,,,0,19.069,,,21,18.127,,,7,17.237,,,21,-0.013,
PG1525-S31,232.10378,-7.24357,,,,0,18.508,,,14,17.871,,,5,17.374,,,10,-0.004,
PG1525-S35,232.11037,-7.21242,,,,0,18.977,,,12,,,,0,17.521,,,10,0.024,
PG1525-S37,232.04260,-7.26878,,,,0,19.076,,,23,,,,0,18.261,,,19,0.034,
PG1525-S39,232.07636,-7.23226,,,,0,19.174,,,23,,,,0,18.222,,,21,0.028,
PG1525-S4,232.13187,-7.21017,16.816,,,5,16.008,,,11,15.528,,,5,15.110,,,7,0.011,
PG1525-S40,232.07460,-7.21303,,,,0,19.239,,,13,,,,0,18.339,,,11,0.026,
PG1525-S41,232.04628,-7.23495,,,,0,19.345,,,20,,,,0,18.328,,,21,0.030,
PG1525-S42,232.03409,-7.24797,,,,0,19.563,,,18,18.560,,,7,17.631,,,19,0.016,
PG1525-S43,232.05347,-7.23045,,,,0,19.460,,,20,,,,0,18.632,,,17,-0.015,
PG1525-S44,232.07389,-7.25958,,,,0,19.536,,,19,,,,0,18.496,,,19,0.018,
PG1525-S45,232.01340,-7.28638,,,,0,17.483,,,7,,,,0,16.593,,,6,0.034,
PG1525-S48,232.02124,-7.19609,,,,0,15.044,,,8,,,,0,14.213,,,6,0.033,
PG1525-S5,232.04435,-7.29082,16.919,,,7,16.170,,,16,15.728,,,7,15.327,,,12,-0.006,
PG1525-S50,232.03538,-7.21612,13.508,,,6,12.924,,,13,12.552,,,6,12.217,,,9,0.003,
PG1525-S51,232.05083,-7.19010,,,,0,16.859,,,9,16.432,,,5,16.028,,,5,0.022,
PG1525-S6,232.04017,-7.22685,16.771,,,7,16.177,,,25,15.811,,,7,15.487,,,21,0.034,
PG1525-S9,232.09454,-7.26789,17.108,,,7,16.409,,,16,16.008,,,7,15.617,,,12,-0.007,
PG1633+099,248.85012,9.79727,14.195,,,68,14.389,,,109,14.489,,,45,14.628,,,99,0.036,
PG1633+099A,248.85827,9.79818,16.128,,,69,15.253,,,115,14.750,,,47,14.247,,,104,0.012,
PG1633+099B,248.88877,9.77249,14.046,,,65,12.964,,,111,12.378,,,44,11.878,,,101,0.009,
PG1633+099C,248.90532,9.77110,14.358,,,64,13.221,,,110,12.609,,,42,12.086,,,99,0.013,
PG1633+099D,248.91705,9.77826,14.215,,,62,13.681,,,101,13.364,,,41,13.037,,,91,0.005,
PG1633-S10,248.91434,9.79020,17.379,,,53,16.539,,,98,16.051,,,32,15.586,,,88,0.006,
PG1633-S100,248.86899,9.80599,,,,0,19.896,,,49,18.753,,,24,17.467,,,82,-0.015,
PG1633-S101,248.87112,9.69988,15.993,,,21,14.917,,,24,14.369,,,5,13.783,,,16,0.015,
PG1633-S103,248.87310,9.78852,20.853,,,13,19.333,,,70,18.247,,,27,17.125,,,82,0.015,
PG1633-S104,248.87493,9.74225,19.015,,,44,18.267,,,70,17.810,,,23,17.403,,,61,0.003,
PG1633-S105,248.87552,9.75674,18.356,,,49,17.701,,,93,17.313,,,31,16.923,,,80,0.044,
PG1633-S107,248.88473,9.84195,14.443,,,28,13.757,,,45,13.363,,,10,12.959,,,36,0.014,
PG1633-S108,248.88471,9.75244,19.730,,,33,18.781,,,80,18.199,,,28,17.713,,,65,0.022,
PG1633-S109,248.89280,9.75244,18.014,,,51,17.111,,,91,16.596,,,32,16.136,,,78,0.040,
PG1633-S110,248.89990,9.75393,19.517,,,40,18.996,,,75,18.665,,,25,18.308,,,51,0.022,
PG1633-S111,248.90121,9.84894,17.280,,,25,16.661,,,38,16.289,,,9,15.919,,,27,0.011,
PG1633-S112,248.90166,9.70924,14.495,,,25,13.477,,,29,12.929,,,8,12.404,,,17,0.017,
PG1633-S113,248.90389,9.70793,17.397,,,23,16.623,,,29,16.170,,,8,15.733,,,17,0.021,
PG1633-S115,248.90790,9.73170,19.546,,,28,18.616,,,47,18.038,,,15,17.549,,,40,0.019,
PG1633-S116,248.91017,9.73202,16.804,,,42,15.622,,,56,14.909,,,20,14.342,,,47,0.023,
PG1633-S117,248.91068,9.83694,17.531,,,27,16.688,,,54,16.212,,,10,15.765,,,41,0.009,
PG1633-S119,248.91804,9.75719,18.689,,,49,17.649,,,84,17.004,,,32,16.438,,,76,-0.005,
PG1633-S120,248.91888,9.82120,20.280,,,21,19.344,,,58,18.795,,,22,18.296,,,49,0.022,
PG1633-S121,248.92390,9.81517,17.327,,,50,16.712,,,83,16.328,,,29,15.937,,,77,0.009,
PG1633-S122,248.92501,9.80907,17.742,,,49,16.963,,,83,16.491,,,29,16.023,,,76,0.019,
PG1633-S123,248.92585,9.69691,11.668,,,19,11.153,,,22,,,,0,10.553,,,13,0.046,
PG1633-S124,248.92887,9.75937,20.120,,,23,19.500,,,47,,,,0,18.724,,,36,0.039,
PG1633-S125,248.93156,9.83524,16.326,,,29,15.622,,,40,15.222,,,10,14.822,,,31,0.016,
PG1633-S126,248.93287,9.81937,16.442,,,47,15.799,,,74,15.423,,,28,15.045,,,66,0.014,
PG1633-S127,248.93385,9.80109,19.815,,,29,18.639,,,62,17.877,,,20,17.226,,,57,0.019,
PG1633-S128,248.93407,9.76084,18.927,,,45,17.966,,,67,17.395,,,25,16.875,,,56,0.020,
PG1633-S13,248.89090,9.79155,17.529,,,52,16.909,,,96,16.512,,,32,16.082,,,88,0.012,
PG1633-S130,248.93676,9.73410,18.897,,,32,17.892,,,47,17.295,,,19,16.791,,,37,0.023,
PG1633-S131,248.93786,9.82352,13.946,,,39,13.108,,,54,12.636,,,20,12.168,,,48,0.013,
PG1633-S132,248.93803,9.70867,17.905,,,22,17.396,,,28,17.077,,,7,16.744,,,15,0.022,
PG1633-S133,248.95314,9.78060,17.989,,,21,17.486,,,28,17.155,,,7,16.814,,,13,0.011,
PG1633-S134,248.95785,9.72882,16.963,,,23,15.863,,,28,15.269,,,8,14.671,,,16,0.015,
PG1633-S135,248.95853,9.71060,15.139,,,23,14.226,,,28,13.724,,,8,13.271,,,16,0.029,
PG1633-S136,248.96112,9.78319,15.610,,,23,14.926,,,27,14.552,,,8,14.155,,,16,0.009,
PG1633-S137,248.96117,9.75599,17.507,,,21,16.852,,,27,16.481,,,8,16.086,,,16,0.010,
PG1633-S138,248.96183,9.74576,17.766,,,21,16.976,,,27,16.527,,,8,16.082,,,15,0.030,
PG1633-S139,248.96504,9.83631,16.071,,,24,15.174,,,29,14.706,,,8,14.216,,,17,0.025,
PG1633-S140,248.96882,9.75722,17.232,,,23,16.501,,,28,16.083,,,8,15.625,,,15,0.012,
PG1633-S141,248.80292,9.76138,16.432,,,18,15.646,,,27,,,,0,14.728,,,19,0.018,
PG1633-S142,248.80326,9.80827,17.241,,,17,16.306,,,28,,,,0,15.246,,,20,0.013,
PG1633-S143,248.81087,9.83319,18.161,,,17,17.691,,,27,,,,0,17.023,,,18,0.029,
PG1633-S145,248.81686,9.85321,,,,0,19.407,,,17,,,,0,16.909,,,20,0.028,
PG1633-S148,248.81864,9.73754,18.334,,,18,17.248,,,28,16.624,,,5,16.088,,,20,0.016,
PG1633-S150,248.82196,9.85035,17.651,,,17,17.128,,,30,,,,0,16.430,,,21,0.027,
PG1633-S151,248.82232,9.75213,19.378,,,13,18.637,,,29,,,,0,17.787,,,19,0.026,
PG1633-S152,248.82357,9.85525,18.718,,,17,17.907,,,28,,,,0,16.973,,,20,0.013,
PG1633-S153,248.82688,9.80491,18.496,,,21,17.847,,,44,17.412,,,7,17.026,,,33,0.031,
PG1633-S155,248.83113,9.85534,,,,0,18.490,,,24,,,,0,17.084,,,19,0.048,
PG1633-S158,248.83438,9.79392,20.596,,,9,19.486,,,35,18.739,,,16,18.139,,,40,0.011,
PG1633-S159,248.83549,9.82961,18.453,,,29,17.657,,,59,17.181,,,19,16.698,,,47,0.046,
PG1633-S161,248.83684,9.74603,20.526,,,13,19.865,,,29,19.438,,,12,19.015,,,22,0.031,
PG1633-S163,248.83927,9.83501,19.661,,,14,18.925,,,42,18.460,,,6,18.024,,,33,0.010,
PG1633-S164,248.84014,9.74548,,,,0,20.135,,,27,,,,0,18.579,,,32,0.037,
PG1633-S165,248.84069,9.72931,19.222,,,23,18.754,,,34,18.418,,,11,18.109,,,19,0.017,
PG1633-S166,248.84144,9.73257,,,,0,19.948,,,29,,,,0,18.502,,,29,0.031,
PG1633-S168,248.84776,9.74424,,,,0,19.812,,,32,19.043,,,16,18.416,,,39,0.014,
PG1633-S17,248.88712,9.80891,18.110,,,52,17.386,,,96,16.953,,,32,16.511,,,86,0.009,
PG1633-S172,248.87059,9.72800,19.956,,,16,19.382,,,28,19.007,,,9,18.642,,,14,0.022,
PG1633-S173,248.87346,9.75521,,,,0,20.359,,,34,,,,0,18.445,,,52,0.021,
